symbol,closingbestbiddate,secid,compid,cusip,issue,venue,sectype,class,caveatemptor,tiername,dad_pal,closinginsidebidprice,closinginsidebidpricedate,closinginsideaskprice,closinginsideaskpricedate,insidebid_askmidprice,openprice,highprice,lowprice,lastprice,previouscloseprice,previousclosedate,sharevolume,dollarvol,tradecount,otclinkdolvol,otclinksharevol,otclinkexeccount,shoflag,rule3210flag,shortintvol,shortinterestdate,mmidcount,bfcmmid,tierid,closingbestbid,bestbidsource,closingbestask,closingbestaskdate,bestasksource,securitystatus,sharesoutstanding,sharesoutstandingasofdate
SMCI,2019-11-07,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,20.9,2019-11-07,20.98,2019-11-07,20.94,20.01,20.98,20.01,20.9,20.7,2019-11-06,63430,1328942.324,53,288210.66,13759,11,,,323207,2019-10-15,18,16,22,20.9,OTC Link,20.98,2019-11-07,OTC Link,Active,48692992,2017-04-30
SMCI,2019-11-08,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,21,2019-11-08,21.25,2019-11-08,21.125,20.98,21.25,20.9,21.25,20.9,2019-11-07,74166,1564818.55,62,1296232.75,61463,25,,,323207,2019-10-15,18,16,22,21,OTC Link,21.25,2019-11-08,OTC Link,Active,48692992,2017-04-30
SMCI,2019-11-11,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,21.37,2019-11-11,21.45,2019-11-11,21.41,21,21.9,21,21.37,21.25,2019-11-08,70776,1505106.303,88,1029840.46,48412,53,,,323207,2019-10-15,18,16,22,21.37,OTC Link,21.45,2019-11-11,OTC Link,Active,48692992,2017-04-30
SMCI,2019-11-12,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,21.41,2019-11-12,21.5,2019-11-12,21.455,21.37,21.5,21.35,21.45,21.37,2019-11-11,41146,882523.63,68,524084.91,24430,37,,,306999,2019-10-31,18,16,22,21.41,OTC Link,21.5,2019-11-12,OTC Link,Active,48692992,2017-04-30
SMCI,2019-11-13,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,21.48,2019-11-13,21.5,2019-11-13,21.49,21.37,21.55,21.35,21.5,21.45,2019-11-12,45755,980957.48,67,666744.46,31092,47,,,306999,2019-10-31,18,16,22,21.48,OTC Link,21.5,2019-11-13,OTC Link,Active,48692992,2017-04-30
SMCI,2019-11-14,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,21.15,2019-11-14,21.55,2019-11-14,21.35,21.35,21.55,21,21.55,21.5,2019-11-13,139739,2947199.713,127,610736.24,28764,59,,,306999,2019-10-31,18,16,22,21.15,OTC Link,21.55,2019-11-14,OTC Link,Active,48692992,2017-04-30
SMCI,2019-11-15,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,21.95,2019-11-15,22.18,2019-11-15,22.065,21.55,22.49,21.5,22.18,21.55,2019-11-14,146009,3216306.956,292,2296862.36,104122,120,,,306999,2019-10-31,18,16,22,21.95,OTC Link,22.18,2019-11-15,OTC Link,Active,48692992,2017-04-30
SMCI,2019-11-18,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,21.6,2019-11-18,21.99,2019-11-18,21.795,21.6,22.05,21.6,21.87,22.18,2019-11-15,64550,1415919.512,132,835104,38063,61,,,306999,2019-10-31,18,16,22,21.6,OTC Link,21.99,2019-11-18,OTC Link,Active,48692992,2017-04-30
SMCI,2019-11-19,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,21.45,2019-11-19,21.55,2019-11-19,21.5,21.6,21.87,21.3,21.45,21.87,2019-11-18,32295,694910.3238,112,339169.03,15752,42,,,306999,2019-10-31,18,16,22,21.45,OTC Link,21.55,2019-11-19,OTC Link,Active,48692992,2017-04-30
SMCI,2019-11-20,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,21.04,2019-11-20,21.1,2019-11-20,21.07,21.3,21.5,20.9,21.1,21.45,2019-11-19,39318,831910.365,148,403500.94,19116,67,,,306999,2019-10-31,18,16,22,21.04,OTC Link,21.1,2019-11-20,OTC Link,Active,48692992,2017-04-30
SMCI,2019-11-21,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,20.65,2019-11-21,21,2019-11-21,20.825,22.05,22.05,20.4,21,21.1,2019-11-20,34054,708153.786,132,527333.99,25360,104,,,306999,2019-10-31,18,16,22,20.65,OTC Link,21,2019-11-21,OTC Link,Active,48692992,2017-04-30
SMCI,2019-11-22,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,21,2019-11-22,21.35,2019-11-22,21.175,20.5,21.3,20.27,21,21,2019-11-21,87365,1828344.7456,73,220515.9,10671,39,,,306999,2019-10-31,18,16,22,21,OTC Link,21.35,2019-11-22,OTC Link,Active,48692992,2017-04-30
SMCI,2019-11-25,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,21.05,2019-11-25,21.25,2019-11-25,21.15,21.35,21.35,20.75,21.25,21,2019-11-22,126073,2652520.891,105,590643.1,28094,71,,,306999,2019-10-31,18,16,22,21.05,OTC Link,21.25,2019-11-25,OTC Link,Active,48692992,2017-04-30
SMCI,2019-11-26,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,21,2019-11-26,21.54,2019-11-26,21.27,21.4,21.55,21.25,21.5,21.25,2019-11-25,211620,4547422.375,124,1306311.98,60768,88,,,247253,2019-11-15,18,16,22,21,OTC Link,21.54,2019-11-26,OTC Link,Active,48692992,2017-04-30
SMCI,2019-11-27,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,21.5,2019-11-27,21.65,2019-11-27,21.575,21.01,21.5,20.72,21.5,21.5,2019-11-26,12320,262637.24,48,245566.31,11511,29,,,247253,2019-11-15,18,16,22,21.5,OTC Link,21.65,2019-11-27,OTC Link,Active,48692992,2017-04-30
SMCI,2019-11-29,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,21.3,2019-11-29,21.65,2019-11-29,21.475,21.03,21.64,21,21.3,21.5,2019-11-27,3038,64427.95,17,23246.7,1099,5,,,247253,2019-11-15,18,16,22,21.3,OTC Link,21.65,2019-11-29,OTC Link,Active,48692992,2017-04-30
SMCI,2019-12-02,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,21.45,2019-12-02,21.48,2019-12-02,21.465,21.3,21.5,21.3,21.495,21.3,2019-11-29,33811,721229.78,42,377575.82,17690,21,,,247253,2019-11-15,18,16,22,21.45,OTC Link,21.48,2019-12-02,OTC Link,Active,48692992,2017-04-30
SMCI,2019-12-03,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,21.53,2019-12-03,21.6,2019-12-03,21.565,21.25,21.6,21.25,21.6,21.495,2019-12-02,96126,2066498.07,75,359825.72,16731,39,,,247253,2019-11-15,18,16,22,21.53,OTC Link,21.6,2019-12-03,OTC Link,Active,48692992,2017-04-30
SMCI,2019-12-04,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,21.48,2019-12-04,21.55,2019-12-04,21.515,21.585,21.62,21.45,21.55,21.6,2019-12-03,213052,4584664.015,182,2459393.36,114344,81,,,247253,2019-11-15,18,16,22,21.48,OTC Link,21.55,2019-12-04,OTC Link,Active,48692992,2017-04-30
SMCI,2019-12-05,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,21.53,2019-12-05,21.55,2019-12-05,21.54,21.5,21.52,21.45,21.5,21.55,2019-12-04,134073,2882406.65,250,2439611.92,113477,189,,,247253,2019-11-15,18,16,22,21.53,OTC Link,21.55,2019-12-05,OTC Link,Active,48692992,2017-04-30
SMCI,2019-12-06,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,21.5,2019-12-06,21.6,2019-12-06,21.55,21.53,21.6,21.4025,21.6,21.5,2019-12-05,170256,3659997.1305,192,3319329.95,154412,151,,,247253,2019-11-15,18,16,22,21.5,OTC Link,21.6,2019-12-06,OTC Link,Active,48692992,2017-04-30
SMCI,2019-12-09,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,22.03,2019-12-09,22.08,2019-12-09,22.055,21.6,22.15,21.6,22.03,21.6,2019-12-06,233929,5136252.619,143,1647001,74900,73,,,247253,2019-11-15,18,16,22,22.03,OTC Link,22.08,2019-12-09,OTC Link,Active,48692992,2017-04-30
SMCI,2019-12-10,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,21.11,2019-12-10,22.05,2019-12-10,21.58,22,22.05,21.11,22,22.03,2019-12-09,236362,5197720.83,97,3892246,176981,74,,,247253,2019-11-15,18,16,22,21.11,OTC Link,22.05,2019-12-10,OTC Link,Active,48692992,2017-04-30
SMCI,2019-12-11,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,21.5,2019-12-11,21.7,2019-12-11,21.6,20.61,22,20.61,21.7,22,2019-12-10,188523,4119254.468,95,314644.86,14541,53,,,215697,2019-11-30,18,16,22,21.5,OTC Link,21.7,2019-12-11,OTC Link,Active,48692992,2017-04-30
SMCI,2019-12-12,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,22,2019-12-12,22.1,2019-12-12,22.05,21.7,22,21.7,22,21.7,2019-12-11,78957,1729230.49,87,961267.5,43900,61,,,215697,2019-11-30,18,16,22,22,OTC Link,22.1,2019-12-12,OTC Link,Active,48692992,2017-04-30
SMCI,2019-12-13,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,22,2019-12-13,22.08,2019-12-13,22.04,22.07,22.09,22,22.06,22,2019-12-12,18702,412115.762,64,133255,6050,14,,,215697,2019-11-30,18,16,22,22,OTC Link,22.08,2019-12-13,OTC Link,Active,48692992,2017-04-30
SMCI,2019-12-16,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,22.52,2019-12-16,22.6,2019-12-16,22.56,22,22.7,21.95,22.52,22.06,2019-12-13,94544,2123414.235,117,1199407.52,53421,60,,,215697,2019-11-30,18,16,22,22.52,OTC Link,22.6,2019-12-16,OTC Link,Active,48692992,2017-04-30
SMCI,2019-12-17,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,22.49,2019-12-17,22.5,2019-12-17,22.495,22.55,22.67,22.48,22.5,22.52,2019-12-16,60644,1369413.52,67,1101295.09,48732,47,,,215697,2019-11-30,18,16,22,22.49,OTC Link,22.5,2019-12-17,OTC Link,Active,48692992,2017-04-30
SMCI,2019-12-18,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,22.25,2019-12-18,22.48,2019-12-18,22.365,22.6,22.63,22.05,22.47,22.5,2019-12-17,19427,434963.57,33,213207.08,9568,19,,,215697,2019-11-30,18,16,22,22.25,OTC Link,22.48,2019-12-18,OTC Link,Active,48692992,2017-04-30
SMCI,2019-12-19,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink No Information,,22.63,2019-12-19,22.66,2019-12-19,22.645,22.44,22.8,22.38,22.65,22.47,2019-12-18,123309,2791289.2512,277,891251.49,39369,103,,,215697,2019-11-30,18,16,22,22.63,OTC Link,22.66,2019-12-19,OTC Link,Active,48692992,2017-04-30
SMCI,2019-12-20,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink Limited,,24.6,2019-12-20,24.65,2019-12-20,24.625,22.95,25.26,22.91,24.65,22.65,2019-12-19,366422,9078513.6066,707,4652453.93,187574,495,,,215697,2019-11-30,19,16,21,24.6,OTC Link,24.65,2019-12-20,OTC Link,Active,48692992,2017-04-30
SMCI,2019-12-23,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink Current,,24.15,2019-12-23,24.2,2019-12-23,24.175,24.8,25.25,23.35,24.2,24.65,2019-12-20,214876,5216425.2592,349,2383300.5,97919,209,,,215697,2019-11-30,18,16,20,24.15,OTC Link,24.2,2019-12-23,OTC Link,Active,49881914,2019-03-31
SMCI,2019-12-24,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink Current,,23.9,2019-12-24,24,2019-12-24,23.95,24.08,24.08,23.8,23.9,24.2,2019-12-23,517696,12375455.23,91,780099.8,32587,43,,,215697,2019-11-30,18,16,20,23.9,OTC Link,24,2019-12-24,OTC Link,Active,50085282,2019-11-30
SMCI,2019-12-26,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink Current,,23.66,2019-12-26,23.8,2019-12-26,23.73,23.51,23.9,23.5,23.8,23.9,2019-12-24,176999,4206365.235,86,2727350.68,114653,51,,,210622,2019-12-13,17,16,20,23.66,OTC Link,23.8,2019-12-26,OTC Link,Active,50085282,2019-11-30
SMCI,2019-12-27,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink Current,,24.09,2019-12-27,24.1,2019-12-27,24.095,23.5,24.3,23.5,24.1,23.8,2019-12-26,427261,10260318.07,305,4748048.29,197755,188,,,210622,2019-12-13,17,16,20,24.09,OTC Link,24.1,2019-12-27,OTC Link,Active,50085282,2019-11-30
SMCI,2019-12-30,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink Current,,24,2019-12-30,24.05,2019-12-30,24.025,24.15,24.19,23.99,24,24.1,2019-12-27,121097,2919188.0829,191,513125.42,21298,114,,,210622,2019-12-13,17,16,20,24,OTC Link,24.05,2019-12-30,OTC Link,Active,50085282,2019-11-30
SMCI,2019-12-31,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink Current,,24.01,2019-12-31,24.02,2019-12-31,24.015,24,24.11,23.94,24.02,24,2019-12-30,109345,2624654.3186,173,1761590.03,73390,122,,,210622,2019-12-13,17,15,20,24.01,OTC Link,24.02,2019-12-31,OTC Link,Active,50085282,2019-11-30
SMCI,2020-01-02,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink Current,,23.62,2020-01-02,23.74,2020-01-02,23.68,23.85,24.18,23.42,23.63,24.02,2019-12-31,417824,10032064.3554,364,2329651.91,97325,260,,,210622,2019-12-13,18,16,20,23.62,OTC Link,23.74,2020-01-02,OTC Link,Active,50085282,2019-11-30
SMCI,2020-01-03,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink Current,,23.4,2020-01-03,23.57,2020-01-03,23.485,23.4,23.74,23.4,23.44,23.63,2020-01-02,30248,711734.1292,81,368097.465,15642,34,,,210622,2019-12-13,18,16,20,23.4,OTC Link,23.57,2020-01-03,OTC Link,Active,50085282,2019-11-30
SMCI,2020-01-06,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink Current,,23.25,2020-01-06,23.32,2020-01-06,23.285,23.4,23.5,23.23,23.27,23.44,2020-01-03,93251,2177405.401,185,1117950.85,47883,104,,,210622,2019-12-13,19,16,20,23.25,OTC Link,23.32,2020-01-06,OTC Link,Active,50085282,2019-11-30
SMCI,2020-01-07,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink Current,,23.05,2020-01-07,23.1,2020-01-07,23.075,23.01,23.45,23.01,23.1,23.27,2020-01-06,38683,898888.2592,106,306837.29,13209,48,,,210622,2019-12-13,19,16,20,23.05,OTC Link,23.1,2020-01-07,OTC Link,Active,50085282,2019-11-30
SMCI,2020-01-08,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink Current,,23.07,2020-01-08,23.08,2020-01-08,23.075,23.05,23.2,23,23.07,23.1,2020-01-07,353705,8165421.6135,225,1718283.89,74380,134,,,210622,2019-12-13,18,16,20,23.07,OTC Link,23.08,2020-01-08,OTC Link,Active,50085282,2019-11-30
SMCI,2020-01-09,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink Current,,23.12,2020-01-09,23.2,2020-01-09,23.16,23.07,23.29,23.07,23.2,23.07,2020-01-08,209757,4863049.862,505,1454094.27,62694,247,,,210622,2019-12-13,18,16,20,23.12,OTC Link,23.2,2020-01-09,OTC Link,Active,50085282,2019-11-30
SMCI,2020-01-10,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink Current,,26.09,2020-01-10,26.1,2020-01-10,26.095,24.355,26.85,24.31,26.09,23.2,2020-01-09,834977,21698288.2745,1228,7010087.36,270409,733,,,210622,2019-12-13,18,16,20,26.09,OTC Link,26.1,2020-01-10,OTC Link,Active,50085282,2019-11-30
SMCI,2020-01-13,118059,667688,86800U104,SUPER MICRO COMPUTER INC,OTC Link,Common Stock,,N,Pink Current,,28.45,2020-01-13,28.5,2020-01-13,28.475,26.25,28.65,26.25,28.5,26.09,2020-01-10,565653,15696986.745188,769,7208879.59,259593,376,,,112860,2019-12-31,18,16,20,28.45,OTC Link,28.5,2020-01-13,OTC Link,Active,50085282,2019-11-30
WGHTQ,2025-05-16,90273,643355,98262P101,WW INTERNATIONAL INC,OTC Link,Common Stock,,N,Pink Current,,0.281,2025-05-16,0.2988,2025-05-16,0.2899,0.2165,0.2988,0.19,0.281,0.2496,2025-05-15,6001642,1432289.909958,1812,824462.6903,3444099,698,,,,,11,10,20,0.281,OTC Link,0.2988,2025-05-16,OTC Link,Active,80127091,2025-02-03
WGHTQ,2025-05-19,90273,643355,98262P101,WW INTERNATIONAL INC,OTC Link,Common Stock,,N,Pink Current,,0.2653,2025-05-19,0.271,2025-05-19,0.26815,0.27,0.28,0.22,0.2653,0.281,2025-05-16,4988502,1190814.08895,1647,722087.4269,3026340,512,,,,,11,11,20,0.2653,OTC Link,0.271,2025-05-19,OTC Link,Active,80280308,2025-04-29
WGHTQ,2025-05-20,90273,643355,98262P101,WW INTERNATIONAL INC,OTC Link,Common Stock,,N,Pink Current,,0.26,2025-05-20,0.265,2025-05-20,0.2625,0.24,0.2675,0.227,0.2603,0.2653,2025-05-19,3017423,756873.83569,1099,429328.8269,1708734,344,,,,,11,10,20,0.26,OTC Link,0.265,2025-05-20,OTC Link,Active,80280308,2025-04-29
WGHTQ,2025-05-21,90273,643355,98262P101,WW INTERNATIONAL INC,OTC Link,Common Stock,,N,Pink Current,,0.2425,2025-05-21,0.26,2025-05-21,0.25125,0.2269,0.2603,0.215,0.26,0.2603,2025-05-20,2698605,635953.77839,753,312424.8486,1320556,274,,,,,11,10,20,0.2425,OTC Link,0.26,2025-05-21,OTC Link,Active,80280308,2025-04-29
WGHTQ,2025-05-22,90273,643355,98262P101,WW INTERNATIONAL INC,OTC Link,Common Stock,,N,Pink Current,,0.3,2025-05-22,0.3019,2025-05-22,0.30095,0.26,0.3,0.2425,0.3,0.26,2025-05-21,1968961,556519.93856,757,278023.87785,989359,206,,,,,11,11,20,0.3,OTC Link,0.3019,2025-05-22,OTC Link,Active,80280308,2025-04-29
WGHTQ,2025-05-23,90273,643355,98262P101,WW INTERNATIONAL INC,OTC Link,Common Stock,,N,Pink Current,,0.283,2025-05-23,0.299,2025-05-23,0.291,0.3019,0.3019,0.26,0.283,0.3,2025-05-22,1193276,350519.181815,452,148689.5803,507182,117,,,,,11,10,20,0.283,OTC Link,0.299,2025-05-23,OTC Link,Active,80280308,2025-04-29
WGHTQ,2025-05-27,90273,643355,98262P101,WW INTERNATIONAL INC,OTC Link,Common Stock,,N,Pink Current,,0.28,2025-05-27,0.283,2025-05-27,0.2815,0.28,0.3,0.26,0.2821,0.283,2025-05-23,760459,212175.805225,479,64084.8679,229693,90,,,,,11,10,20,0.28,OTC Link,0.283,2025-05-27,OTC Link,Active,80280308,2025-04-29
WGHTQ,2025-05-28,90273,643355,98262P101,WW INTERNATIONAL INC,OTC Link,Common Stock,,N,Pink Current,,0.265,2025-05-28,0.27,2025-05-28,0.2675,0.261,0.28,0.26,0.265,0.2821,2025-05-27,578758,155163.24003,340,66540.8205,249417,79,,,,,11,10,20,0.265,OTC Link,0.27,2025-05-28,OTC Link,Active,80280308,2025-04-29
WGHTQ,2025-05-29,90273,643355,98262P101,WW INTERNATIONAL INC,OTC Link,Common Stock,,N,Pink Current,,0.26,2025-05-29,0.266,2025-05-29,0.263,0.26,0.28,0.26,0.26005,0.265,2025-05-28,565184,150081.35981,363,46814.972,176951,63,,,,,11,10,20,0.26,OTC Link,0.266,2025-05-29,OTC Link,Active,80280308,2025-04-29
WGHTQ,2025-05-30,90273,643355,98262P101,WW INTERNATIONAL INC,OTC Link,Common Stock,,N,Pink Current,,0.26,2025-05-30,0.27,2025-05-30,0.265,0.26,0.2725,0.245,0.265,0.26005,2025-05-29,919363,239810.359545,370,86823.722,333086,74,,,,,11,10,20,0.26,OTC Link,0.27,2025-05-30,OTC Link,Active,80280308,2025-04-29
WGHTQ,2025-06-02,90273,643355,98262P101,WW INTERNATIONAL INC,OTC Link,Common Stock,,N,Pink Current,,0.2699,2025-06-02,0.27,2025-06-02,0.26995,0.27,0.2799,0.2599,0.2699,0.265,2025-05-30,617528,165054.78754,482,57082.8557,213328,101,,,,,11,10,20,0.2699,OTC Link,0.27,2025-06-02,OTC Link,Active,80280308,2025-04-29
WGHTQ,2025-06-03,90273,643355,98262P101,WW INTERNATIONAL INC,OTC Link,Common Stock,,N,Pink Current,,0.2701,2025-06-03,0.279,2025-06-03,0.27455,0.2699,0.285,0.26,0.2701,0.2699,2025-06-02,998251,271587.162595,345,162197.02655,593678,98,,,,,11,11,20,0.2701,OTC Link,0.279,2025-06-03,OTC Link,Active,80280308,2025-04-29
WGHTQ,2025-06-04,90273,643355,98262P101,WW INTERNATIONAL INC,OTC Link,Common Stock,,N,Pink Current,,0.28,2025-06-04,0.285,2025-06-04,0.2825,0.2701,0.2875,0.268,0.2805,0.2701,2025-06-03,464518,129444.477825,277,58857.693,210872,50,,,,,11,11,20,0.28,OTC Link,0.285,2025-06-04,OTC Link,Active,80280308,2025-04-29
WGHTQ,2025-06-05,90273,643355,98262P101,WW INTERNATIONAL INC,OTC Link,Common Stock,,N,Pink Current,,0.27,2025-06-05,0.275,2025-06-05,0.2725,0.26,0.29,0.26,0.27,0.2805,2025-06-04,525374,143411.662845,296,43695.2896,160781,54,,,,,11,10,20,0.27,OTC Link,0.275,2025-06-05,OTC Link,Active,80280308,2025-04-29
WGHTQ,2025-06-06,90273,643355,98262P101,WW INTERNATIONAL INC,OTC Link,Common Stock,,N,Pink Current,,0.261,2025-06-06,0.278,2025-06-06,0.2695,0.252,0.2765,0.252,0.2695,0.27,2025-06-05,610558,160086.27625,393,61397.9394,234229,51,,,,,11,10,20,0.261,OTC Link,0.278,2025-06-06,OTC Link,Active,80280308,2025-04-29
WGHTQ,2025-06-09,90273,643355,98262P101,WW INTERNATIONAL INC,OTC Link,Common Stock,,N,Pink Current,,0.2678,2025-06-09,0.275,2025-06-09,0.2714,0.261,0.278,0.25,0.275,0.2695,2025-06-06,658133,173884.33424,278,69317.4722,264069,51,,,,,11,10,20,0.2678,OTC Link,0.275,2025-06-09,OTC Link,Active,80280308,2025-04-29
WGHTQ,2025-06-10,90273,643355,98262P101,WW INTERNATIONAL INC,OTC Link,Common Stock,,N,Pink Current,,0.262,2025-06-10,0.277,2025-06-10,0.2695,0.275,0.279,0.258,0.268,0.275,2025-06-09,870335,236746.46272,370,132738.1414,487645,101,,,,,11,10,20,0.262,OTC Link,0.277,2025-06-10,OTC Link,Active,80280308,2025-04-29
WGHTQ,2025-06-11,90273,643355,98262P101,WW INTERNATIONAL INC,OTC Link,Common Stock,,N,Pink Current,,0.2621,2025-06-11,0.275,2025-06-11,0.26855,0.25,0.28,0.25,0.275,0.268,2025-06-10,291949,77965.7428,276,18900.6144,71097,52,,,7873173,2025-05-30,11,10,20,0.2621,OTC Link,0.275,2025-06-11,OTC Link,Active,80280308,2025-04-29
WGHTQ,2025-06-12,90273,643355,98262P101,WW INTERNATIONAL INC,OTC Link,Common Stock,,N,Pink Current,,0.24,2025-06-12,0.26,2025-06-12,0.25,0.2621,0.27,0.2405,0.26,0.275,2025-06-11,465039,121843.241205,273,35086.141,134009,47,,,7873173,2025-05-30,11,10,20,0.24,OTC Link,0.26,2025-06-12,OTC Link,Active,80280308,2025-04-29
WGHTQ,2025-06-13,90273,643355,98262P101,WW INTERNATIONAL INC,OTC Link,Common Stock,,N,Pink Current,,0.2451,2025-06-13,0.2519,2025-06-13,0.2485,0.24,0.265,0.24,0.2485,0.26,2025-06-12,316906,79380.93296,243,24763.688,100880,42,,,7873173,2025-05-30,11,10,20,0.2451,OTC Link,0.2519,2025-06-13,OTC Link,Active,80280308,2025-04-29
WGHTQ,2025-06-16,90273,643355,98262P101,WW INTERNATIONAL INC,OTC Link,Common Stock,,N,Pink Current,,0.235,2025-06-16,0.2375,2025-06-16,0.23625,0.2401,0.254,0.231,0.236,0.2485,2025-06-13,482335,115236.372485,280,42013.5146,176855,41,,,7873173,2025-05-30,11,10,20,0.235,OTC Link,0.2375,2025-06-16,OTC Link,Active,80280308,2025-04-29
WGHTQ,2025-06-17,90273,643355,98262P101,WW INTERNATIONAL INC,OTC Link,Common Stock,,N,Pink Current,,0.29,2025-06-17,0.31,2025-06-17,0.3,0.2375,0.325,0.235,0.29,0.236,2025-06-16,3495990,962124.02056,841,492575.6006,1819996,328,,,7873173,2025-05-30,11,10,20,0.29,OTC Link,0.31,2025-06-17,OTC Link,Active,80280308,2025-04-29
WGHTQ,2025-06-18,90273,643355,98262P101,WW INTERNATIONAL INC,OTC Link,Common Stock,,N,Pink Current,,0.365,2025-06-18,0.369,2025-06-18,0.367,0.316,0.3999,0.316,0.367,0.29,2025-06-17,9998164,3606054.99296,1760,1643851.675,4535042,755,,,7873173,2025-05-30,11,10,20,0.365,OTC Link,0.369,2025-06-18,OTC Link,Active,80280308,2025-04-29
WGHTQ,2025-06-20,90273,643355,98262P101,WW INTERNATIONAL INC,OTC Link,Common Stock,,N,Pink Current,,0.33,2025-06-20,0.335,2025-06-20,0.3325,0.3899,0.42,0.32745,0.33,0.367,2025-06-18,3961781,1479045.097275,910,652417.3594,1743961,285,,,7873173,2025-05-30,11,10,20,0.33,OTC Link,0.335,2025-06-20,OTC Link,Active,80280308,2025-04-29
WGHTQ,2025-06-23,90273,643355,98262P101,WW INTERNATIONAL INC,OTC Link,Common Stock,,N,Pink Current,,0.29,2025-06-23,0.295,2025-06-23,0.2925,0.33,0.3599,0.28,0.28955,0.33,2025-06-20,6077102,1868072.09266,710,808536.5176,2646459,257,,,7873173,2025-05-30,11,10,20,0.29,OTC Link,0.295,2025-06-23,OTC Link,Active,80280308,2025-04-29
